index|name|length|gloss|char|word|postag
004628|S001667_P0005_T00|237|忙 晚上 进 睡觉 前 书 看 看 完成|因 为 白 天 很 忙 ， 所 以 我 大 部 分 时 候 阅 读 是 在 晚 上 睡 觉 前 躺 在 床 上 完 成 的 。|因为 白天 很 忙 ， 所以 我 大部分 时候 阅读 是 在 晚上 睡觉 前 躺 在 床上 完成 的 。|c t d a w c r m n v v p t v f v p s v u w
004629|S001668_P0000_T00|193|不管 白天 还是 晚上 警察 坚持 岗位|不 管 白 天 还 是 黑 夜 ， 警 察 们 始 终 坚 守 在 自 己 的 岗 位 上 。|不管 白天 还是 黑夜 ， 警察们 始终 坚守 在 自己 的 岗位 上 。|c t c t w n d v p r u n v w
004630|S001668_P0004_T00|174|不管 白天 还是 晚上 警察 坚持 岗位|不 管 白 天 还 是 黑 夜 ， 警 察 们 始 终 坚 守 在 自 己 的 岗 位 上 。|不管 白天 还是 黑夜 ， 警察们 始终 坚守 在 自己 的 岗位 上 。|c t c t w n d v p r u n v w
004631|S001668_P0005_T00|183|不管 白天 还是 晚上 警察 坚持 岗位|不 管 白 天 还 是 黑 夜 ， 警 察 们 始 终 坚 守 在 自 己 的 岗 位 上 。|不管 白天 还是 黑夜 ， 警察们 始终 坚守 在 自己 的 岗位 上 。|c t c t w n d v p r u n v w
004632|S001669_P0000_T00|135|灯 开 房子 像 白天 一样|把 灯 打 开 后 ， 房 间 变 得 和 白 天 一 样 亮 。|把 灯 打开 后 ， 房间 变 得 和 白天 一样 亮 。|p n v f w n v u p t u v w
004633|S001669_P0004_T00|127|灯 开 房子 像 白天 一样|把 灯 打 开 后 ， 房 间 变 得 和 白 天 一 样 亮 。|把 灯 打开 后 ， 房间 变 得 和 白天 一样 亮 。|p n v f w n v u p t u v w
004634|S001669_P0005_T00|122|灯 开 房子 像 白天 一样|把 灯 打 开 后 ， 房 间 变 得 和 白 天 一 样 亮 。|把 灯 打开 后 ， 房间 变 得 和 白天 一样 亮 。|p n v f w n v u p t u v w
004635|S001670_P0000_T00|158|白天 读书 不喜欢 这 睡觉 睡觉 睡觉|大 白 天 的 不 好 好 学 习 ， 却 在 这 里 睡 大 觉 ！|大 白天 的 不 好好 学习 ， 却 在 这里 睡 大觉 ！|a t u d d v w d p r v n w
004636|S001670_P0004_T00|131|白天 读书 不喜欢 这 睡觉 睡觉 睡觉|大 白 天 的 不 好 好 学 习 ， 却 在 这 里 睡 大 觉 ！|大 白天 的 不 好好 学习 ， 却 在 这里 睡 大觉 ！|a t u d d v w d p r v n w
004637|S001670_P0005_T00|146|白天 读书 不喜欢 这 睡觉 睡觉 睡觉|大 白 天 的 不 好 好 学 习 ， 却 在 这 里 睡 大 觉 ！|大 白天 的 不 好好 学习 ， 却 在 这里 睡 大觉 ！|a t u d d v w d p r v n w
004638|S001671_P0000_T00|122|我们 今天 白天 地球 这 晚上|我 们 现 在 是 白 天 ， 地 球 的 另 一 边 却 还 是 黑 夜 。|我们 现在 是 白天 ， 地球 的 另 一边 却 还是 黑夜 。|r t v t w n u r f d d l w
004639|S001671_P0004_T00|122|我们 今天 白天 地球 这 晚上|我 们 现 在 是 白 天 ， 地 球 的 另 一 边 却 还 是 黑 夜 。|我们 现在 是 白天 ， 地球 的 另 一边 却 还是 黑夜 。|r t v t w n u r f d d l w
004640|S001671_P0005_T00|131|我们 今天 白天 地球 这 晚上|我 们 现 在 是 白 天 ， 地 球 的 另 一 边 却 还 是 黑 夜 。|我们 现在 是 白天 ， 地球 的 另 一边 却 还是 黑夜 。|r t v t w n u r f d d l w
004641|S001672_P0000_T00|118|白天 工作 没有 完成 晚上 增加 增加|白 天 的 工 作 没 做 完 ， 我 只 好 晚 上 继 续 加 班 。|白天 的 工作 没 做完 ， 我 只好 晚上 继续 加班 。|t u vn d v w r d t v v w
004642|S001672_P0004_T00|115|白天 工作 没有 完成 晚上 增加 增加|白 天 的 工 作 没 做 完 ， 我 只 好 晚 上 继 续 加 班 。|白天 的 工作 没 做完 ， 我 只好 晚上 继续 加班 。|t u vn d v w r d t v v w
004643|S001672_P0005_T00|130|白天 工作 没有 完成 晚上 增加 增加|白 天 的 工 作 没 做 完 ， 我 只 好 晚 上 继 续 加 班 。|白天 的 工作 没 做完 ， 我 只好 晚上 继续 加班 。|t u vn d v w r d t v v w
004644|S001673_P0000_T00|140|我 害怕 鬼 电视 白天 我 勇敢 看|我 只 敢 在 白 天 看 恐 怖 片 。|我 只 敢 在 白天 看 恐怖片 。|r d v p t v n w
004645|S001673_P0004_T00|133|我 害怕 鬼 电视 白天 我 勇敢 看|我 只 敢 在 白 天 看 恐 怖 片 。|我 只 敢 在 白天 看 恐怖片 。|r d v p t v n w
004646|S001673_P0005_T00|138|我 害怕 鬼 电视 白天 我 勇敢 看|我 只 敢 在 白 天 看 恐 怖 片 。|我 只 敢 在 白天 看 恐怖片 。|r d v p t v n w
004647|S001674_P0000_T00|99|冬天 南 晚上 没有 白天|冬 天 的 南 极 只 有 黑 夜 没 有 白 天 。|冬天 的 南极 只有 黑夜 没有 白天 。|t u ns c t v t w
004648|S001674_P0004_T00|93|冬天 南 晚上 没有 白天|冬 天 的 南 极 只 有 黑 夜 没 有 白 天 。|冬天 的 南极 只有 黑夜 没有 白天 。|t u ns c t v t w
004649|S001674_P0005_T00|100|冬天 南 晚上 没有 白天|冬 天 的 南 极 只 有 黑 夜 没 有 白 天 。|冬天 的 南极 只有 黑夜 没有 白天 。|t u ns c t v t w
004650|S001675_P0000_T00|174|白天 他 疯狂 疯狂 疯狂 玩 玩 玩 晚上 累 睡觉|他 白 天 疯 玩 了 一 天 很 累 ， 晚 上 早 早 的 就 睡 觉 了 。|他 白天 疯玩 了 一 天 很 累 ， 晚上 早早 的 就 睡觉 了 。|r t v u m q d a w t d u d v y w
004651|S001675_P0004_T00|166|白天 他 疯狂 疯狂 疯狂 玩 玩 玩 晚上 累 睡觉|他 白 天 疯 玩 了 一 天 很 累 ， 晚 上 早 早 的 就 睡 觉 了 。|他 白天 疯玩 了 一 天 很 累 ， 晚上 早早 的 就 睡觉 了 。|r t v u m q d a w t d u d v y w
004652|S001675_P0005_T00|171|白天 他 疯狂 疯狂 疯狂 玩 玩 玩 晚上 累 睡觉|他 白 天 疯 玩 了 一 天 很 累 ， 晚 上 早 早 的 就 睡 觉 了 。|他 白天 疯玩 了 一 天 很 累 ， 晚上 早早 的 就 睡觉 了 。|r t v u m q d a w t d u d v y w
004653|S001676_P0000_T00|183|他们 随便 走 路 不喜欢 走 斑马线 不喜欢|许 多 行 人 任 意 穿 越 马 路 ， 而 不 走 斑 马 线 或 地 下 通 道 。|许多 行人 任意 穿越 马路 ， 而 不 走 斑马线 或 地下 通道 。|m n d v n w c d v n c s n w
004654|S001676_P0004_T00|176|他们 随便 走 路 不喜欢 走 斑马线 不喜欢|许 多 行 人 任 意 穿 越 马 路 ， 而 不 走 斑 马 线 或 地 下 通 道 。|许多 行人 任意 穿越 马路 ， 而 不 走 斑马线 或 地下 通道 。|m n d v n w c d v n c s n w
004655|S001676_P0005_T00|181|他们 随便 走 路 不喜欢 走 斑马线 不喜欢|许 多 行 人 任 意 穿 越 马 路 ， 而 不 走 斑 马 线 或 地 下 通 道 。|许多 行人 任意 穿越 马路 ， 而 不 走 斑马线 或 地下 通道 。|m n d v n w c d v n c s n w
004656|S001677_P0000_T00|177|路 随便 随便 走 不 十字路 斑马线 斑马线 斑马线 走|不 要 乱 穿 马 路 ， 你 应 该 到 十 字 路 口 那 边 走 斑 马 线 。|不要 乱 穿 马路 ， 你 应该 到 十字路口 那边 走 斑马线 。|d d v n w r v v i r v n w
004657|S001677_P0004_T00|167|路 随便 随便 走 不 十字路 斑马线 斑马线 斑马线 走|不 要 乱 穿 马 路 ， 你 应 该 到 十 字 路 口 那 边 走 斑 马 线 。|不要 乱 穿 马路 ， 你 应该 到 十字路口 那边 走 斑马线 。|d d v n w r v v i r v n w
004658|S001677_P0005_T00|179|路 随便 随便 走 不 十字路 斑马线 斑马线 斑马线 走|不 要 乱 穿 马 路 ， 你 应 该 到 十 字 路 口 那 边 走 斑 马 线 。|不要 乱 穿 马路 ， 你 应该 到 十字路口 那边 走 斑马线 。|d d v n w r v v i r v n w
004659|S001678_P0000_T00|82|走 斑马线 不 手机|通 过 斑 马 线 时 ， 一 定 不 要 低 头 看 手 机 。|通过 斑马线 时 ， 一定 不要 低头 看 手机 。|p n n w d d v v n w
004660|S001678_P0004_T00|81|走 斑马线 不 手机|通 过 斑 马 线 时 ， 一 定 不 要 低 头 看 手 机 。|通过 斑马线 时 ， 一定 不要 低头 看 手机 。|p n n w d d v v n w
004661|S001678_P0005_T00|85|走 斑马线 不 手机|通 过 斑 马 线 时 ， 一 定 不 要 低 头 看 手 机 。|通过 斑马线 时 ， 一定 不要 低头 看 手机 。|p n n w d d v v n w
004662|S001679_P0000_T00|112|驾驶 斑马线 让 走 斑马线|开 车 经 过 斑 马 线 时 应 该 礼 让 行 人 。|开车 经过 斑马线 时 应该 礼让 行人 。|v v n n v v n w
004663|S001679_P0004_T00|106|驾驶 斑马线 让 走 斑马线|开 车 经 过 斑 马 线 时 应 该 礼 让 行 人 。|开车 经过 斑马线 时 应该 礼让 行人 。|v v n n v v n w
004664|S001679_P0005_T00|123|驾驶 斑马线 让 走 斑马线|开 车 经 过 斑 马 线 时 应 该 礼 让 行 人 。|开车 经过 斑马线 时 应该 礼让 行人 。|v v n n v v n w
004665|S001680_P0000_T00|119|驾驶 斑马线 这 要 看 左 看 右|通 过 斑 马 线 时 ， 要 左 右 张 望 注 意 来 车 。|通过 斑马线 时 ， 要 左右 张望 注意 来 车 。|p n n w v m v v v n w
004666|S001680_P0004_T00|94|驾驶 斑马线 这 要 看 左 看 右|通 过 斑 马 线 时 ， 要 左 右 张 望 注 意 来 车 。|通过 斑马线 时 ， 要 左右 张望 注意 来 车 。|p n n w v m v v v n w
004667|S001680_P0005_T00|110|驾驶 斑马线 这 要 看 左 看 右|通 过 斑 马 线 时 ， 要 左 右 张 望 注 意 来 车 。|通过 斑马线 时 ， 要 左右 张望 注意 来 车 。|p n n w v m v v v n w
004668|S001681_P0000_T00|183|走 要 斑马线 走 灯 红 灯 去 不好|过 街 要 走 斑 马 线 ， 而 且 不 能 闯 红 灯 。|过街 要 走 斑马线 ， 而且 不 能 闯 红灯 。|v v v n w c d v v n w
004669|S001681_P0004_T00|178|走 要 斑马线 走 灯 红 灯 去 不好|过 街 要 走 斑 马 线 ， 而 且 不 能 闯 红 灯 。|过街 要 走 斑马线 ， 而且 不 能 闯 红灯 。|v v v n w c d v v n w
004670|S001681_P0005_T00|192|走 要 斑马线 走 灯 红 灯 去 不好|过 街 要 走 斑 马 线 ， 而 且 不 能 闯 红 灯 。|过街 要 走 斑马线 ， 而且 不 能 闯 红灯 。|v v v n w c d v v n w
004671|S001682_P0000_T00|93|每天 读书 走 斑马线|每 天 我 去 上 学 的 时 候 ， 都 要 穿 过 一 条 斑 马 线 。|每天 我 去 上学 的 时候 ， 都 要 穿过 一 条 斑马线 。|r r v v u n w d v v m q n w
004672|S001682_P0004_T00|80|每天 读书 走 斑马线|每 天 我 去 上 学 的 时 候 ， 都 要 穿 过 一 条 斑 马 线 。|每天 我 去 上学 的 时候 ， 都 要 穿过 一 条 斑马线 。|r r v v u n w d v v m q n w
004673|S001682_P0005_T00|90|每天 读书 走 斑马线|每 天 我 去 上 学 的 时 候 ， 都 要 穿 过 一 条 斑 马 线 。|每天 我 去 上学 的 时候 ， 都 要 穿过 一 条 斑马线 。|r r v v u n w d v v m q n w
004674|S001683_P0000_T00|146|安全 重要 请 走 路 走 斑马线|为 了 自 己 的 安 全 ， 也 请 过 街 走 斑 马 线 。|为了 自己 的 安全 ， 也 请 过街 走 斑马线 。|p r u an w d v v v n w
004675|S001683_P0004_T00|140|安全 重要 请 走 路 走 斑马线|为 了 自 己 的 安 全 ， 也 请 过 街 走 斑 马 线 。|为了 自己 的 安全 ， 也 请 过街 走 斑马线 。|p r u an w d v v v n w
004676|S001683_P0005_T00|141|安全 重要 请 走 路 走 斑马线|为 了 自 己 的 安 全 ， 也 请 过 街 走 斑 马 线 。|为了 自己 的 安全 ， 也 请 过街 走 斑马线 。|p r u an w d v v v n w
004677|S001684_P0000_T00|196|年 1 年 1 年 1 人 走 路 这 斑马线 不喜欢 出 车祸 多 多|每 年 因 为 行 人 不 走 斑 马 线 引 发 的 交 通 事 故 数 不 胜 数 。|每年 因为 行人 不 走 斑马线 引发 的 交通 事故 数不胜数 。|r c n d v n v u n n n w
004678|S001684_P0004_T00|191|年 1 年 1 年 1 人 走 路 这 斑马线 不喜欢 出 车祸 多 多|每 年 因 为 行 人 不 走 斑 马 线 引 发 的 交 通 事 故 数 不 胜 数 。|每年 因为 行人 不 走 斑马线 引发 的 交通 事故 数不胜数 。|r c n d v n v u n n n w
004679|S001684_P0005_T00|187|年 1 年 1 年 1 人 走 路 这 斑马线 不喜欢 出 车祸 多 多|每 年 因 为 行 人 不 走 斑 马 线 引 发 的 交 通 事 故 数 不 胜 数 。|每年 因为 行人 不 走 斑马线 引发 的 交通 事故 数不胜数 。|r c n d v n v u n n n w
004680|S001685_P0000_T00|217|老 人 路 斑马线 慢 走 慢 走 慢 走 车 按 按 按|一 位 老 人 正 在 慢 慢 地 穿 过 斑 马 线 ， 等 待 的 司 机 却 不 耐 烦 地 按 起 了 喇 叭 。|一 位 老人 正在 慢慢 地 穿过 斑马线 ， 等待 的 司机 却 不耐烦 地 按 起 了 喇叭 。|m q n d d u v n w v u n d i u v v u n w
004681|S001685_P0004_T00|206|老 人 路 斑马线 慢 走 慢 走 慢 走 车 按 按 按|一 位 老 人 正 在 慢 慢 地 穿 过 斑 马 线 ， 等 待 的 司 机 却 不 耐 烦 地 按 起 了 喇 叭 。|一 位 老人 正在 慢慢 地 穿过 斑马线 ， 等待 的 司机 却 不耐烦 地 按 起 了 喇叭 。|m q n d d u v n w v u n d i u v v u n w
004682|S001685_P0005_T00|218|老 人 路 斑马线 慢 走 慢 走 慢 走 车 按 按 按|一 位 老 人 正 在 慢 慢 地 穿 过 斑 马 线 ， 等 待 的 司 机 却 不 耐 烦 地 按 起 了 喇 叭 。|一 位 老人 正在 慢慢 地 穿过 斑马线 ， 等待 的 司机 却 不耐烦 地 按 起 了 喇叭 。|m q n d d u v n w v u n d i u v v u n w
004683|S001686_P0000_T00|180|走 路 要 走 斑马线 红 灯 走 不|过 街 走 斑 马 线 ， 不 闯 红 灯 ， 抵 制 “ 中 国 式 过 马 路 ” 从 我 做 起 。|过街 走 斑马线 ， 不 闯 红灯 ， 抵制 “ 中国式 过 马路 ” 从 我 做 起 。|v v n w d v n w v w b v n w p r v v w
004684|S001686_P0004_T00|168|走 路 要 走 斑马线 红 灯 走 不|过 街 走 斑 马 线 ， 不 闯 红 灯 ， 抵 制 “ 中 国 式 过 马 路 ” 从 我 做 起 。|过街 走 斑马线 ， 不 闯 红灯 ， 抵制 “ 中国式 过 马路 ” 从 我 做 起 。|v v n w d v n w v w b v n w p r v v w
004685|S001686_P0005_T00|165|走 路 要 走 斑马线 红 灯 走 不|过 街 走 斑 马 线 ， 不 闯 红 灯 ， 抵 制 “ 中 国 式 过 马 路 ” 从 我 做 起 。|过街 走 斑马线 ， 不 闯 红灯 ， 抵制 “ 中国式 过 马路 ” 从 我 做 起 。|v v n w d v n w v w b v n w p r v v w
004686|S001687_P0000_T00|128|走 斑马线 条 条 是 安全|斑 马 线 是 行 人 的 生 命 线 。|斑马线 是 行人 的 生命线 。|n v n u n w
004687|S001687_P0004_T00|112|走 斑马线 条 条 是 安全|斑 马 线 是 行 人 的 生 命 线 。|斑马线 是 行人 的 生命线 。|n v n u n w
004688|S001687_P0005_T00|120|走 斑马线 条 条 是 安全|斑 马 线 是 行 人 的 生 命 线 。|斑马线 是 行人 的 生命线 。|n v n u n w
004689|S001688_P0000_T00|90|斑马线 走 人 形象|斑 马 线 是 人 行 横 道 比 较 形 象 的 说 法 。|斑马线 是 人行横道 比较 形象 的 说法 。|n v n d a u n w
004690|S001688_P0004_T00|85|斑马线 走 人 形象|斑 马 线 是 人 行 横 道 比 较 形 象 的 说 法 。|斑马线 是 人行横道 比较 形象 的 说法 。|n v n d a u n w
004691|S001688_P0005_T00|72|斑马线 走 人 形象|斑 马 线 是 人 行 横 道 比 较 形 象 的 说 法 。|斑马线 是 人行横道 比较 形象 的 说法 。|n v n d a u n w
004692|S001689_P0000_T00|161|王 老师 宽容 对 热情 是 我们 榜样|王 老 师 心 胸 开 阔 ， 待 人 宽 厚 ， 是 我 们 学 习 的 榜 样 。|王 老师 心胸 开阔 ， 待人 宽厚 ， 是 我们 学习 的 榜样 。|nr n n v w v a w v r v u n w
004693|S001689_P0004_T00|152|王 老师 宽容 对 热情 是 我们 榜样|王 老 师 心 胸 开 阔 ， 待 人 宽 厚 ， 是 我 们 学 习 的 榜 样 。|王 老师 心胸 开阔 ， 待人 宽厚 ， 是 我们 学习 的 榜样 。|nr n n v w v a w v r v u n w
004694|S001689_P0005_T00|180|王 老师 宽容 对 热情 是 我们 榜样|王 老 师 心 胸 开 阔 ， 待 人 宽 厚 ， 是 我 们 学 习 的 榜 样 。|王 老师 心胸 开阔 ， 待人 宽厚 ， 是 我们 学习 的 榜样 。|nr n n v w v a w v r v u n w
004695|S001690_P0000_T00|141|我 经常 榜样 你 我 学|我 常 常 以 他 为 榜 样 。|我 常常 以 他 为 榜样 。|r d p r v n w
004696|S001690_P0004_T00|138|我 经常 榜样 你 我 学|我 常 常 以 他 为 榜 样 。|我 常常 以 他 为 榜样 。|r d p r v n w
004697|S001690_P0005_T00|128|我 经常 榜样 你 我 学|我 常 常 以 他 为 榜 样 。|我 常常 以 他 为 榜样 。|r d p r v n w
004698|S001691_P0000_T00|78|榜样 学 力量 大|榜 样 的 力 量 是 无 穷 的 。|榜样 的 力量 是 无穷 的 。|n u n v z u w
004699|S001691_P0004_T00|76|榜样 学 力量 大|榜 样 的 力 量 是 无 穷 的 。|榜样 的 力量 是 无穷 的 。|n u n v z u w
004700|S001691_P0005_T00|80|榜样 学 力量 大|榜 样 的 力 量 是 无 穷 的 。|榜样 的 力量 是 无穷 的 。|n u n v z u w
004701|S001692_P0000_T00|191|哥哥 努力 提高 提高 发明 方法 为 给 榜样 学|艰 苦 创 业 的 先 辈 们 为 我 们 后 人 树 立 了 榜 样 。|艰苦创业 的 先辈们 为 我们 后人 树立 了 榜样 。|l u n v r n v u n w
004702|S001692_P0004_T00|183|哥哥 努力 提高 提高 发明 方法 为 给 榜样 学|艰 苦 创 业 的 先 辈 们 为 我 们 后 人 树 立 了 榜 样 。|艰苦创业 的 先辈们 为 我们 后人 树立 了 榜样 。|l u n v r n v u n w
004703|S001692_P0005_T00|195|哥哥 努力 提高 提高 发明 方法 为 给 榜样 学|艰 苦 创 业 的 先 辈 们 为 我 们 后 人 树 立 了 榜 样 。|艰苦创业 的 先辈们 为 我们 后人 树立 了 榜样 。|l u n v r n v u n w
004704|S001693_P0000_T00|142|他 想 急 阑尾 炎 是 给 自己 手术|他 就 觉 得 是 急 性 阑 尾 炎 。 然 后 就 给 自 己 做 手 术 了 。|他 就 觉得 是 急性 阑尾炎 。 然后 就 给 自己 做 手术 了 。|r d v v b n w c d p r v n y w
004705|S001693_P0004_T00|141|他 想 急 阑尾 炎 是 给 自己 手术|他 就 觉 得 是 急 性 阑 尾 炎 。 然 后 就 给 自 己 做 手 术 了 。|他 就 觉得 是 急性 阑尾炎 。 然后 就 给 自己 做 手术 了 。|r d v v b n w c d p r v n y w
004706|S001693_P0005_T00|136|他 想 急 阑尾 炎 是 给 自己 手术|他 就 觉 得 是 急 性 阑 尾 炎 。 然 后 就 给 自 己 做 手 术 了 。|他 就 觉得 是 急性 阑尾炎 。 然后 就 给 自己 做 手术 了 。|r d v v b n w c d p r v n y w
004707|S001694_P0000_T00|125|阑尾 每 大概 会 得|任 何 人 都 可 能 得 阑 尾 炎 。|任何 人 都 可能 得 阑尾炎 。|r n d v u z w
004708|S001694_P0004_T00|110|阑尾 每 大概 会 得|任 何 人 都 可 能 得 阑 尾 炎 。|任何 人 都 可能 得 阑尾炎 。|r n d v u z w
004709|S001694_P0005_T00|123|阑尾 每 大概 会 得|任 何 人 都 可 能 得 阑 尾 炎 。|任何 人 都 可能 得 阑尾炎 。|r n d v u z w
004710|S001695_P0000_T00|96|他 夫妻 女 病 阑尾|他 的 妻 子 患 了 阑 尾 炎 。|他 的 妻子 患 了 阑尾炎 。|r u n v u n w
004711|S001695_P0004_T00|99|他 夫妻 女 病 阑尾|他 的 妻 子 患 了 阑 尾 炎 。|他 的 妻子 患 了 阑尾炎 。|r u n v u n w
004712|S001695_P0005_T00|109|他 夫妻 女 病 阑尾|他 的 妻 子 患 了 阑 尾 炎 。|他 的 妻子 患 了 阑尾炎 。|r u n v u n w
004713|S001696_P0000_T00|109|他 病 阑尾 大概 会 穿|他 患 了 急 性 阑 尾 炎 ， 而 且 有 可 能 穿 孔 。|他 患 了 急性 阑尾炎 ， 而且 有 可能 穿孔 。|r v u b n w c v n i w
004714|S001696_P0004_T00|99|他 病 阑尾 大概 会 穿|他 患 了 急 性 阑 尾 炎 ， 而 且 有 可 能 穿 孔 。|他 患 了 急性 阑尾炎 ， 而且 有 可能 穿孔 。|r v u b n w c v n i w
004715|S001696_P0005_T00|116|他 病 阑尾 大概 会 穿|他 患 了 急 性 阑 尾 炎 ， 而 且 有 可 能 穿 孔 。|他 患 了 急性 阑尾炎 ， 而且 有 可能 穿孔 。|r v u b n w c v n i w
004716|S001697_P0000_T00|142|阑尾 炎 发生 发生 吃 联系 没有|急 性 阑 尾 炎 的 发 生 通 常 与 饮 食 无 关 。|急性 阑尾炎 的 发生 通常 与 饮食 无关 。|b n u vn d p n v w
004717|S001697_P0004_T00|136|阑尾 炎 发生 发生 吃 联系 没有|急 性 阑 尾 炎 的 发 生 通 常 与 饮 食 无 关 。|急性 阑尾炎 的 发生 通常 与 饮食 无关 。|b n u vn d p n v w
004718|S001697_P0005_T00|132|阑尾 炎 发生 发生 吃 联系 没有|急 性 阑 尾 炎 的 发 生 通 常 与 饮 食 无 关 。|急性 阑尾炎 的 发生 通常 与 饮食 无关 。|b n u vn d p n v w
004719|S001698_P0000_T00|187|这 革命 让 那 医生 那 阑尾 发生 手术 简单|这 次 革 命 使 医 生 能 更 容 易 地 给 阑 尾 炎 这 类 病 实 施 手 术 。|这次 革命 使 医生 能 更 容易 地 给 阑尾炎 这 类 病 实施 手术 。|r vn v n v d a u p n r n n v n w
004720|S001698_P0004_T00|158|这 革命 让 那 医生 那 阑尾 发生 手术 简单|这 次 革 命 使 医 生 能 更 容 易 地 给 阑 尾 炎 这 类 病 实 施 手 术 。|这次 革命 使 医生 能 更 容易 地 给 阑尾炎 这 类 病 实施 手术 。|r vn v n v d a u p n r n n v n w
004721|S001698_P0005_T00|179|这 革命 让 那 医生 那 阑尾 发生 手术 简单|这 次 革 命 使 医 生 能 更 容 易 地 给 阑 尾 炎 这 类 病 实 施 手 术 。|这次 革命 使 医生 能 更 容易 地 给 阑尾炎 这 类 病 实施 手术 。|r vn v n v d a u p n r n n v n w
004722|S001699_P0000_T00|147|他 刚才 阑尾 手术 好了 多 休息 休息|他 刚 做 完 阑 尾 炎 手 术 ， 需 要 多 休 息 。|他 刚 做 完 阑尾炎 手术 ， 需要 多 休息 。|r d v v n n w v ad v w
004723|S001699_P0004_T00|147|他 刚才 阑尾 手术 好了 多 休息 休息|他 刚 做 完 阑 尾 炎 手 术 ， 需 要 多 休 息 。|他 刚 做 完 阑尾炎 手术 ， 需要 多 休息 。|r d v v n n w v ad v w
004724|S001699_P0005_T00|140|他 刚才 阑尾 手术 好了 多 休息 休息|他 刚 做 完 阑 尾 炎 手 术 ， 需 要 多 休 息 。|他 刚 做 完 阑尾炎 手术 ， 需要 多 休息 。|r d v v n n w v ad v w
004725|S001700_P0000_T00|131|医生 告诉 我 什么 预防 阑尾 会|医 生 会 告 诉 我 们 如 何 预 防 阑 尾 炎 。|医生 会 告诉 我们 如何 预防 阑尾炎 。|n v v r r v n w
004726|S001700_P0004_T00|124|医生 告诉 我 什么 预防 阑尾 会|医 生 会 告 诉 我 们 如 何 预 防 阑 尾 炎 。|医生 会 告诉 我们 如何 预防 阑尾炎 。|n v v r r v n w
004727|S001700_P0005_T00|129|医生 告诉 我 什么 预防 阑尾 会|医 生 会 告 诉 我 们 如 何 预 防 阑 尾 炎 。|医生 会 告诉 我们 如何 预防 阑尾炎 。|n v v r r v n w
004728|S001701_P0000_T00|84|每 手机 全部 有 蓝牙|基 本 每 一 部 手 机 都 有 蓝 牙 功 能 。|基本 每 一 部 手机 都 有 蓝牙 功能 。|ad r m q n d v n n w
004729|S001701_P0004_T00|72|每 手机 全部 有 蓝牙|基 本 每 一 部 手 机 都 有 蓝 牙 功 能 。|基本 每 一 部 手机 都 有 蓝牙 功能 。|ad r m q n d v n n w
004730|S001701_P0005_T00|79|每 手机 全部 有 蓝牙|基 本 每 一 部 手 机 都 有 蓝 牙 功 能 。|基本 每 一 部 手机 都 有 蓝牙 功能 。|ad r m q n d v n n w
004731|S001702_P0000_T00|174|笔记本 电脑 多 全部 配 配 蓝牙|目 前 许 多 笔 记 本 电 脑 都 内 置 了 蓝 牙 功 能 。|目前 许多 笔记本 电脑 都 内置 了 蓝牙 功能 。|t m n n d v u n n w
004732|S001702_P0004_T00|169|笔记本 电脑 多 全部 配 配 蓝牙|目 前 许 多 笔 记 本 电 脑 都 内 置 了 蓝 牙 功 能 。|目前 许多 笔记本 电脑 都 内置 了 蓝牙 功能 。|t m n n d v u n n w
004733|S001702_P0005_T00|167|笔记本 电脑 多 全部 配 配 蓝牙|目 前 许 多 笔 记 本 电 脑 都 内 置 了 蓝 牙 功 能 。|目前 许多 笔记本 电脑 都 内置 了 蓝牙 功能 。|t m n n d v u n n w
004734|S001703_P0000_T00|178|蓝牙 技术 是 1 没有 限制 联系 联系 各种 可以|蓝 牙 技 术 是 一 项 可 以 无 限 连 接 电 子 设 备 的 技 术 。|蓝牙 技术 是 一 项 可以 无限 连接 电子 设备 的 技术 。|ns n v m q v z v n n u n w
004735|S001703_P0004_T00|172|蓝牙 技术 是 1 没有 限制 联系 联系 各种 可以|蓝 牙 技 术 是 一 项 可 以 无 限 连 接 电 子 设 备 的 技 术 。|蓝牙 技术 是 一 项 可以 无限 连接 电子 设备 的 技术 。|ns n v m q v z v n n u n w
004736|S001703_P0005_T00|172|蓝牙 技术 是 1 没有 限制 联系 联系 各种 可以|蓝 牙 技 术 是 一 项 可 以 无 限 连 接 电 子 设 备 的 技 术 。|蓝牙 技术 是 一 项 可以 无限 连接 电子 设备 的 技术 。|ns n v m q v z v n n u n w
004737|S001704_P0000_T00|84|他 手机 蓝牙 配 失败|他 们 的 手 机 蓝 牙 匹 配 失 败 了 。|他们 的 手机 蓝牙 匹配 失败 了 。|r u n n v v y w
004738|S001704_P0004_T00|79|他 手机 蓝牙 配 失败|他 们 的 手 机 蓝 牙 匹 配 失 败 了 。|他们 的 手机 蓝牙 匹配 失败 了 。|r u n n v v y w
004739|S001704_P0005_T00|76|他 手机 蓝牙 配 失败|他 们 的 手 机 蓝 牙 匹 配 失 败 了 。|他们 的 手机 蓝牙 匹配 失败 了 。|r u n n v v y w
004740|S001705_P0000_T00|240|研究 蓝牙 技术 原来 理 和 什么 实践 过程 老师 介绍 介绍|老 师 最 后 介 绍 了 研 制 蓝 牙 数 据 终 端 的 设 计 原 理 和 实 现 过 程 。|老师 最后 介绍 了 研制 蓝牙 数据 终端 的 设计 原理 和 实现 过程 。|n f v u v n n n u vn n c vn n w
